subject_id,scenario_id,rep,configuration,engine_mode,diag_component,diag_category,gt_role,gt_category,top1_aligned,category_correct
s3-healthchecks,F10,r6,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r6,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r6,C3,llm-b-grounded,check creation and management service,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r6,C3,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r6,C4,llm-b-grounded,Application logic (check creation and API endpoints),application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r6,C4,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r6,C5,llm-b-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r6,C5,llm-grounded,Application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C3,llm-b-grounded,Application logic or environment configuration,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C3,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C4,llm-b-grounded,Application API and Database Interaction,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C4,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C5,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r7,C5,llm-grounded,Test Suite,test-reliability,test-suite,test-reliability,0,1
s3-healthchecks,F10,r8,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C3,llm-b-grounded,check creation service,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C3,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C4,llm-b-grounded,Check Management Service,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C4,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C5,llm-b-grounded,check creation and management logic,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r8,C5,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C3,llm-b-grounded,Check creation endpoint,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C3,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C4,llm-b-grounded,Check creation and management logic,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C4,llm-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C5,llm-b-grounded,application,application,test-suite,test-reliability,0,0
s3-healthchecks,F10,r9,C5,llm-grounded,Test Suite,application,test-suite,test-reliability,0,0
s3-healthchecks,F2,r1,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r1,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r1,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r1,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r1,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r1,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r1,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0,0
s3-healthchecks,F2,r1,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r1,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r1,C5,llm-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r10,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r10,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r10,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r10,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r10,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r10,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r10,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0,0
s3-healthchecks,F2,r10,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r10,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r10,C5,llm-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r2,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r2,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r2,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r2,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r2,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r2,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r2,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0,0
s3-healthchecks,F2,r2,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r2,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r2,C5,llm-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r3,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r3,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r3,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r3,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r3,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r3,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r3,C4,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r3,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r3,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r3,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r4,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r4,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r4,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r4,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r4,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r4,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r4,C4,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r4,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r4,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r4,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r5,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r5,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r5,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r5,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r5,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r5,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r5,C4,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r5,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r5,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r5,C5,llm-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r6,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r6,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r6,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r6,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r6,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r6,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r6,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0,0
s3-healthchecks,F2,r6,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r6,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r6,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r7,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r7,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r7,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r7,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r7,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r7,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r7,C4,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r7,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r7,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r7,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r8,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r8,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r8,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r8,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r8,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r8,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r8,C4,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r8,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r8,C5,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r8,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r9,C1,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r9,C1,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r9,C2,llm-b-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r9,C2,llm-grounded,unknown,unknown,app,configuration,0,0
s3-healthchecks,F2,r9,C3,llm-b-grounded,svc-backend,application,app,configuration,1,0
s3-healthchecks,F2,r9,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r9,C4,llm-b-grounded,backend service (svc-backend),application,app,configuration,0,0
s3-healthchecks,F2,r9,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F2,r9,C5,llm-b-grounded,backend service (svc-backend),application,app,configuration,0,0
s3-healthchecks,F2,r9,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1,0
s3-healthchecks,F3,r1,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r1,C1,llm-grounded,PostgreSQL Database,database,app,infrastructure,0,0
s3-healthchecks,F3,r1,C2,llm-b-grounded,postgres-migrate-mjlzg pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r1,C2,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r1,C3,llm-b-grounded,postgres-migrate-mjlzg Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r1,C3,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r1,C4,llm-b-grounded,postgres-migrate-mjlzg Pod,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r1,C4,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r1,C5,llm-b-grounded,Database migration job (postgres-migrate),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r1,C5,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r10,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r10,C1,llm-grounded,PostgreSQL Database,database,app,infrastructure,0,0
s3-healthchecks,F3,r10,C2,llm-b-grounded,Kubernetes Pod (postgres-migrate-gdhxw),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r10,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r10,C3,llm-b-grounded,postgres-migrate-gdhxw Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r10,C3,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r10,C4,llm-b-grounded,s3-healthchecks-adapter Docker image,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r10,C4,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r10,C5,llm-b-grounded,Kubernetes Pod (postgres-migrate-gdhxw),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r10,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r2,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r2,C1,llm-grounded,database,database,app,infrastructure,0,0
s3-healthchecks,F3,r2,C2,llm-b-grounded,postgres-migrate-bldkh pod,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r2,C2,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r2,C3,llm-b-grounded,postgres-migrate-bldkh pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r2,C3,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r2,C4,llm-b-grounded,Database Migration Job,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r2,C4,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r2,C5,llm-b-grounded,Database Migration Job,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r2,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r3,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r3,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r3,C2,llm-b-grounded,postgres-migrate-4cmch pod,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r3,C2,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r3,C3,llm-b-grounded,postgres-migrate-4cmch pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r3,C3,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r3,C4,llm-b-grounded,Database migration job (postgres-migrate),configuration,app,infrastructure,0,0
s3-healthchecks,F3,r3,C4,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r3,C5,llm-b-grounded,Database Migration Job,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r3,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r4,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r4,C2,llm-b-grounded,postgres-migrate-5v4pt pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C3,llm-b-grounded,postgres-migrate-5v4pt pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C3,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C4,llm-b-grounded,postgres-migrate-5v4pt Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C4,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r4,C5,llm-b-grounded,Database migration job (postgres-migrate),configuration,app,infrastructure,0,0
s3-healthchecks,F3,r4,C5,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r5,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r5,C2,llm-b-grounded,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C3,llm-b-grounded,Pod/postgres-migrate-tr7z9,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C3,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C4,llm-b-grounded,Docker image,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r5,C4,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C5,llm-b-grounded,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r5,C5,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r6,C1,llm-grounded,database,database,app,infrastructure,0,0
s3-healthchecks,F3,r6,C2,llm-b-grounded,postgres-migrate-bqjt7 Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C3,llm-b-grounded,postgres-migrate-bqjt7 Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C3,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C4,llm-b-grounded,postgres-migrate-bqjt7 Pod,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r6,C4,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C5,llm-b-grounded,Database Migration Job (postgres-migrate),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r6,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C1,llm-b-grounded,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r7,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r7,C2,llm-b-grounded,postgres-migrate-9cgnc pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C2,llm-grounded,container image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C3,llm-b-grounded,postgres-migrate-9cgnc Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C3,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C4,llm-b-grounded,postgres-migrate-9cgnc Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C4,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C5,llm-b-grounded,postgres-migrate-9cgnc Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r7,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C1,llm-b-grounded,PostgreSQL database pod,database,app,infrastructure,0,0
s3-healthchecks,F3,r8,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r8,C2,llm-b-grounded,Pod/postgres-migrate-rskrl,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C2,llm-grounded,container image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C3,llm-b-grounded,postgres-migrate-rskrl Pod,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C3,llm-grounded,container image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C4,llm-b-grounded,Kubernetes Pod (postgres-migrate-rskrl),infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C4,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C5,llm-b-grounded,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r8,C5,llm-grounded,container registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r9,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0,0
s3-healthchecks,F3,r9,C2,llm-b-grounded,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C2,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C3,llm-b-grounded,Container Image Pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C3,llm-grounded,image registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C4,llm-b-grounded,s3-healthchecks-adapter container image,configuration,app,infrastructure,0,0
s3-healthchecks,F3,r9,C4,llm-grounded,Image Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C5,llm-b-grounded,Docker image pull,infrastructure,app,infrastructure,0,1
s3-healthchecks,F3,r9,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0,1
s3-healthchecks,F4,r1,C1,llm-b-grounded,migration script,configuration,backend,application,0,0
s3-healthchecks,F4,r1,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r1,C2,llm-b-grounded,postgres-migrate job,configuration,backend,application,0,0
s3-healthchecks,F4,r1,C2,llm-grounded,migration job,application,backend,application,0,1
s3-healthchecks,F4,r1,C3,llm-b-grounded,migration script,application,backend,application,0,1
s3-healthchecks,F4,r1,C3,llm-grounded,migration job,application,backend,application,0,1
s3-healthchecks,F4,r1,C4,llm-b-grounded,Database migration script,application,backend,application,0,1
s3-healthchecks,F4,r1,C4,llm-grounded,database migration,database,backend,application,0,0
s3-healthchecks,F4,r1,C5,llm-b-grounded,Database migration script,application,backend,application,0,1
s3-healthchecks,F4,r1,C5,llm-grounded,database migration job,database,backend,application,0,0
s3-healthchecks,F4,r10,C1,llm-b-grounded,migration script,configuration,backend,application,0,0
s3-healthchecks,F4,r10,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r10,C2,llm-b-grounded,postgres-migrate job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C2,llm-grounded,database migration process,configuration,backend,application,0,0
s3-healthchecks,F4,r10,C3,llm-b-grounded,postgres-migrate job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C3,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r10,C4,llm-b-grounded,Database Migration Job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C4,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r10,C5,llm-b-grounded,Database Migration Job,infrastructure,backend,application,0,0
s3-healthchecks,F4,r10,C5,llm-grounded,database migration job,application,backend,application,0,1
s3-healthchecks,F4,r2,C1,llm-b-grounded,migration job and PostgreSQL database,application,backend,application,0,1
s3-healthchecks,F4,r2,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r2,C2,llm-b-grounded,PostgreSQL database,database,backend,application,0,0
s3-healthchecks,F4,r2,C2,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r2,C3,llm-b-grounded,PostgreSQL database,database,backend,application,0,0
s3-healthchecks,F4,r2,C3,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r2,C4,llm-b-grounded,Database Migration Job,application,backend,application,0,1
s3-healthchecks,F4,r2,C4,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r2,C5,llm-b-grounded,Database Migration Job,application,backend,application,0,1
s3-healthchecks,F4,r2,C5,llm-grounded,database migration job,database,backend,application,0,0
s3-healthchecks,F4,r3,C1,llm-b-grounded,migration script,configuration,backend,application,0,0
s3-healthchecks,F4,r3,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r3,C2,llm-b-grounded,PostgreSQL database,database,backend,application,0,0
s3-healthchecks,F4,r3,C2,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r3,C3,llm-b-grounded,PostgreSQL database,database,backend,application,0,0
s3-healthchecks,F4,r3,C3,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r3,C4,llm-b-grounded,Database Migration Job,application,backend,application,0,1
s3-healthchecks,F4,r3,C4,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r3,C5,llm-b-grounded,Database Migration Job,application,backend,application,0,1
s3-healthchecks,F4,r3,C5,llm-grounded,database migration job,database,backend,application,0,0
s3-healthchecks,F4,r4,C1,llm-b-grounded,migration script,configuration,backend,application,0,0
s3-healthchecks,F4,r4,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r4,C2,llm-b-grounded,migration script,application,backend,application,0,1
s3-healthchecks,F4,r4,C2,llm-grounded,migration job,application,backend,application,0,1
s3-healthchecks,F4,r4,C3,llm-b-grounded,Database migration script,application,backend,application,0,1
s3-healthchecks,F4,r4,C3,llm-grounded,migration job,application,backend,application,0,1
s3-healthchecks,F4,r4,C4,llm-b-grounded,Database migration script,application,backend,application,0,1
s3-healthchecks,F4,r4,C4,llm-grounded,database migration job,application,backend,application,0,1
s3-healthchecks,F4,r4,C5,llm-b-grounded,Database migration script,application,backend,application,0,1
s3-healthchecks,F4,r4,C5,llm-grounded,database migration job,application,backend,application,0,1
s3-healthchecks,F4,r5,C1,llm-b-grounded,migration job script,configuration,backend,application,0,0
s3-healthchecks,F4,r5,C1,llm-grounded,database,database,backend,application,0,0
s3-healthchecks,F4,r5,C2,llm-b-grounded,postgres-migrate Job,infrastructure,backend,application,0,0
