subject_id,scenario_id,rep,configuration,engine_mode,diag_component,diag_category,gt_role,gt_category,top1_aligned
s2-listmonk,F1,r7,C5,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r8,C1,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r8,C1,llm-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r8,C1,llm-b-grounded,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r8,C1,llm-grounded,database,database,migration-job,database,1
s2-listmonk,F1,r8,C1,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r8,C2,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r8,C2,llm-freeform,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r8,C2,llm-b-grounded,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r8,C2,llm-grounded,postgres-migrate job,application,migration-job,database,0
s2-listmonk,F1,r8,C2,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r8,C3,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r8,C3,llm-freeform,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r8,C3,llm-b-grounded,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r8,C3,llm-grounded,postgres-migrate job,application,migration-job,database,0
s2-listmonk,F1,r8,C3,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r8,C4,llm-b-freeform,PostgreSQL database and migration job,database,migration-job,database,0
s2-listmonk,F1,r8,C4,llm-freeform,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r8,C4,llm-b-grounded,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r8,C4,llm-grounded,postgres-migrate job,application,migration-job,database,0
s2-listmonk,F1,r8,C4,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r8,C5,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r8,C5,llm-freeform,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r8,C5,llm-b-grounded,PostgreSQL database migration job,database,migration-job,database,0
s2-listmonk,F1,r8,C5,llm-grounded,postgres-migrate job,application,migration-job,database,0
s2-listmonk,F1,r8,C5,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r9,C1,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C1,llm-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C1,llm-b-grounded,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C1,llm-grounded,PostgreSQL Database,database,migration-job,database,0
s2-listmonk,F1,r9,C1,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r9,C2,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C2,llm-freeform,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r9,C2,llm-b-grounded,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C2,llm-grounded,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r9,C2,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r9,C3,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C3,llm-freeform,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r9,C3,llm-b-grounded,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C3,llm-grounded,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r9,C3,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r9,C4,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C4,llm-freeform,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r9,C4,llm-b-grounded,PostgreSQL database migration job,database,migration-job,database,0
s2-listmonk,F1,r9,C4,llm-grounded,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r9,C4,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F1,r9,C5,llm-b-freeform,PostgreSQL database,database,migration-job,database,0
s2-listmonk,F1,r9,C5,llm-freeform,postgres-migrate job,database,migration-job,database,0
s2-listmonk,F1,r9,C5,llm-b-grounded,PostgreSQL database migration job,database,migration-job,database,0
s2-listmonk,F1,r9,C5,llm-grounded,Database Migration Job,database,migration-job,database,0
s2-listmonk,F1,r9,C5,rule-grounded,unknown,unknown,migration-job,database,0
s2-listmonk,F10,r1,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r1,C3,llm-b-freeform,Application API (list and subscriber endpoints),application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C3,llm-b-grounded,application endpoints for list and subscriber management,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r1,C4,llm-b-freeform,Application API handlers,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C4,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C4,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r1,C5,llm-b-freeform,Application API handlers,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C5,llm-b-grounded,Application API,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C5,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r1,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r10,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r10,C3,llm-b-freeform,application logic or database integration,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C3,llm-b-grounded,List creation and management service,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r10,C4,llm-b-freeform,application code,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C4,llm-freeform,database,database,test-suite,test-reliability,0
s2-listmonk,F10,r10,C4,llm-b-grounded,Application endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r10,C5,llm-b-freeform,application code,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C5,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C5,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r10,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r2,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r2,C3,llm-b-freeform,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C3,llm-b-grounded,Subscriber API,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r2,C4,llm-b-freeform,Application API,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C4,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C4,llm-b-grounded,"Application endpoints (list_create, list_get, list_delete, subscriber_create, campaigns_list, e2e_subscriber_fetch, subscribers, campaigns, templates)",application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r2,C5,llm-b-freeform,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C5,llm-b-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C5,llm-grounded,Application,application,test-suite,test-reliability,0
s2-listmonk,F10,r2,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r3,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r3,C3,llm-b-freeform,application code (list and campaign endpoints),application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C3,llm-b-grounded,"API endpoints (lists, subscribers, campaigns)",application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r3,C4,llm-b-freeform,Application API,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C4,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C4,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r3,C5,llm-b-freeform,Application API,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C5,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C5,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r3,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r4,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r4,C3,llm-b-freeform,List management service,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C3,llm-b-grounded,List management and API handling,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r4,C4,llm-b-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C4,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C4,llm-b-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C4,llm-grounded,Test Suite,test-reliability,test-suite,test-reliability,0
s2-listmonk,F10,r4,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r4,C5,llm-b-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C5,llm-b-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C5,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r4,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r5,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r5,C3,llm-b-freeform,"application logic for list, subscriber, and campaign management",application,test-suite,test-reliability,0
s2-listmonk,F10,r5,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r5,C3,llm-b-grounded,"application logic for list, subscriber, and campaign management",application,test-suite,test-reliability,0
s2-listmonk,F10,r5,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r5,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r5,C4,llm-b-freeform,Database migration or restore process,database,test-suite,test-reliability,0
s2-listmonk,F10,r5,C4,llm-freeform,database,database,test-suite,test-reliability,0
s2-listmonk,F10,r5,C4,llm-b-grounded,Database migration or restore process,database,test-suite,test-reliability,0
s2-listmonk,F10,r5,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r5,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r5,C5,llm-b-freeform,application code,application,test-suite,test-reliability,0
s2-listmonk,F10,r5,C5,llm-freeform,database,database,test-suite,test-reliability,0
s2-listmonk,F10,r5,C5,llm-b-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r5,C5,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r5,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r6,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r6,C3,llm-b-freeform,List management service,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C3,llm-b-grounded,List management service,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r6,C4,llm-b-freeform,Application API handlers,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C4,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C4,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r6,C5,llm-b-freeform,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C5,llm-b-grounded,Application API handlers,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C5,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r6,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r7,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r7,C3,llm-b-freeform,"API endpoints (lists, campaigns, templates)",application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C3,llm-freeform,API service,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C3,llm-b-grounded,List management API,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r7,C4,llm-b-freeform,Backend API services,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C4,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C4,llm-b-grounded,Application API and Database Interaction,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r7,C5,llm-b-freeform,Backend API,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C5,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C5,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r7,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r8,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r8,C3,llm-b-freeform,list management service,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C3,llm-b-grounded,List management API,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r8,C4,llm-b-freeform,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C4,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C4,llm-b-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r8,C5,llm-b-freeform,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C5,llm-b-grounded,Application API endpoints,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C5,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r8,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r9,C1,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C1,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C1,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C1,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C1,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C2,llm-b-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C2,llm-freeform,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C2,llm-b-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C2,llm-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C2,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s2-listmonk,F10,r9,C3,llm-b-freeform,application or database,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C3,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C3,llm-b-grounded,application list and subscriber management,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C3,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C3,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r9,C4,llm-b-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C4,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C4,llm-b-grounded,Application,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C4,llm-grounded,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C4,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F10,r9,C5,llm-b-freeform,"Application endpoints (lists, campaigns, templates)",application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C5,llm-freeform,application,application,test-suite,test-reliability,0
s2-listmonk,F10,r9,C5,llm-b-grounded,Test Suite,test-reliability,test-suite,test-reliability,0
s2-listmonk,F10,r9,C5,llm-grounded,Test Suite,test-reliability,test-suite,test-reliability,0
s2-listmonk,F10,r9,C5,rule-grounded,seed-job,database,test-suite,test-reliability,0
s2-listmonk,F2,r1,C1,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r1,C1,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r1,C2,llm-b-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r1,C2,llm-grounded,unknown,unknown,app,configuration,0
s2-listmonk,F2,r1,C3,llm-b-grounded,API endpoint handlers,application,app,configuration,0
s2-listmonk,F2,r1,C3,llm-grounded,application,application,app,configuration,1
s2-listmonk,F2,r1,C4,llm-b-grounded,Application API endpoints,application,app,configuration,0
s2-listmonk,F2,r1,C4,llm-grounded,application,application,app,configuration,1
